sample,label,pred,correct,input_ev,hid_spk,t_ms,L1_ev,L2_ev,L3_ev,L4_ev
8116,8,8,1,1065,28,4.86,1065,28,39,117
8117,8,8,1,746,23,3.91,746,23,40,169
8118,8,7,0,648,24,3.17,648,24,29,68
8119,8,8,1,857,28,4.91,857,28,38,142
8120,8,8,1,966,28,4.74,966,28,54,144
8121,8,8,1,1266,21,5.33,1266,21,36,154
8122,8,8,1,1085,27,4.07,1085,27,36,131
8123,8,8,1,897,30,4.69,897,30,28,101
8124,8,8,1,735,32,3.53,735,32,51,147
8125,8,8,1,1176,28,5.02,1176,28,27,112
8126,8,8,1,983,24,3.99,983,24,34,119
8127,8,8,1,926,34,3.37,926,34,36,150
8128,8,8,1,887,38,4.22,887,38,53,149
8129,8,8,1,1195,27,4.39,1195,27,28,95
8130,8,8,1,937,36,3.66,937,36,43,114
8131,8,8,1,968,34,3.75,968,34,29,117
8132,8,8,1,889,18,3.38,889,18,31,82
8133,8,8,1,988,26,6.43,988,26,25,84
8134,8,8,1,1094,24,3.76,1094,24,42,144
8135,8,8,1,786,18,3.66,786,18,34,118
8136,8,8,1,1122,17,3.64,1122,17,22,100
8137,8,8,1,1111,19,3.63,1111,19,30,129
8138,8,3,0,1213,33,4.01,1213,33,39,105
8139,8,8,1,588,24,3.68,588,24,30,115
8140,8,8,1,786,24,3.43,786,24,18,70
8141,8,8,1,1319,17,4.09,1319,17,25,62
8142,8,8,1,813,32,3.24,813,32,32,122
8143,8,8,1,713,17,3.53,713,17,19,60
8144,8,8,1,1159,29,4.22,1159,29,40,142
8145,8,8,1,1108,27,4.96,1108,27,38,154
8146,8,8,1,1017,33,4.47,1017,33,21,84
8147,8,8,1,1007,27,4.43,1007,27,39,155
8148,8,1,0,1015,23,5.19,1015,23,29,105
8149,8,8,1,1175,26,4.64,1175,26,32,102
8150,8,1,0,689,29,3.7,689,29,40,119
8151,8,8,1,1000,10,4.68,1000,10,11,49
8152,8,8,1,1036,29,4.15,1036,29,41,160
8153,8,8,1,972,30,3.96,972,30,38,126
8154,8,8,1,1142,28,4.27,1142,28,37,113
8155,8,8,1,762,19,3.21,762,19,33,136
8156,8,8,1,1238,27,3.98,1238,27,25,92
8157,8,8,1,833,16,4.32,833,16,26,95
8158,8,8,1,957,20,3.46,957,20,28,79
8159,8,8,1,1086,30,4.77,1086,30,44,145
8160,8,7,0,973,45,4.78,973,45,82,141
8161,8,8,1,840,27,4.42,840,27,42,145
8162,8,8,1,1219,27,4.43,1219,27,43,119
8163,8,8,1,943,25,3.54,943,25,35,126
8164,8,3,0,968,36,3.82,968,36,26,89
8165,8,8,1,1239,22,5.49,1239,22,29,124
8166,8,8,1,955,21,4.1,955,21,32,137
8167,8,8,1,797,26,3.92,797,26,42,148
8168,8,8,1,784,23,4.31,784,23,22,100
8169,8,8,1,643,21,3.79,643,21,29,118
8170,8,8,1,762,18,3.16,762,18,21,98
8171,8,8,1,1082,20,3.84,1082,20,40,151
8172,8,8,1,784,27,3.93,784,27,34,144
8173,8,8,1,1174,28,4.62,1174,28,44,147
8174,8,8,1,788,23,3.2,788,23,28,109
8175,8,8,1,800,25,3.42,800,25,26,112
8176,8,8,1,1122,31,4.49,1122,31,39,140
8177,8,8,1,742,25,3.02,742,25,27,92
8178,8,8,1,692,28,3.4,692,28,33,138
8179,8,3,0,683,29,3.92,683,29,40,111
8180,8,8,1,888,29,4.23,888,29,26,112
8181,8,8,1,1137,30,4.07,1137,30,31,99
8182,8,8,1,843,28,3.91,843,28,36,148
8183,8,8,1,1015,27,4.2,1015,27,27,99
8184,8,8,1,832,29,3.77,832,29,32,131
8185,8,8,1,1312,19,4.0,1312,19,14,67
8186,8,8,1,854,21,3.48,854,21,30,91
8187,8,8,1,1012,19,5.13,1012,19,33,137
8188,8,8,1,1244,21,4.21,1244,21,21,87
8189,8,5,0,1302,31,4.6,1302,31,33,81
8190,8,8,1,651,16,3.1,651,16,33,115
8191,8,8,1,1098,27,3.98,1098,27,39,137
8192,8,7,0,818,32,5.0,818,32,46,86
8193,8,8,1,570,19,3.2,570,19,22,92
8194,8,8,1,1307,26,4.28,1307,26,26,103
8195,8,8,1,610,21,3.95,610,21,32,136
8196,8,3,0,921,37,3.38,921,37,48,127
8197,8,8,1,1321,22,4.12,1321,22,23,103
8198,8,8,1,1153,28,4.83,1153,28,29,107
8199,8,3,0,814,27,4.38,814,27,37,119
8200,8,8,1,849,30,3.64,849,30,34,137
8201,8,8,1,977,26,4.65,977,26,42,179
8202,8,8,1,568,20,3.26,568,20,21,79
8203,8,8,1,782,26,4.8,782,26,30,128
8204,8,6,0,1018,26,3.87,1018,26,39,97
8205,8,8,1,859,32,4.15,859,32,42,150
8206,8,8,1,783,26,3.68,783,26,24,102
8207,8,8,1,687,12,4.07,687,12,23,96
8208,8,3,0,1234,30,4.37,1234,30,44,144
8209,8,7,0,797,30,3.92,797,30,42,94
8210,8,8,1,697,27,3.35,697,27,34,128
8211,8,8,1,857,25,3.72,857,25,35,128
8212,8,8,1,844,13,3.7,844,13,16,57
8213,8,8,1,1042,22,4.33,1042,22,37,144
8214,8,8,1,929,19,3.82,929,19,40,160
8215,8,3,0,848,24,3.87,848,24,29,100
8216,8,8,1,1112,28,4.84,1112,28,44,130
8217,8,8,1,815,23,4.46,815,23,33,130
8218,8,8,1,1396,32,4.92,1396,32,18,64
8219,8,8,1,1161,26,4.03,1161,26,40,166
8220,8,8,1,824,27,3.82,824,27,28,124
8221,8,8,1,695,25,12.75,695,25,30,79
8222,8,8,1,1067,16,4.85,1067,16,22,99
8223,8,8,1,909,22,4.08,909,22,35,149
8224,8,7,0,968,32,3.58,968,32,34,81
8225,8,8,1,984,25,3.86,984,25,41,153
8226,8,8,1,952,27,4.36,952,27,42,154
8227,8,2,0,1070,29,4.64,1070,29,39,123
8228,8,8,1,995,27,4.24,995,27,33,136
8229,8,3,0,1044,29,3.88,1044,29,42,126
8230,8,8,1,1021,22,4.53,1021,22,25,93
8231,8,8,1,837,20,3.48,837,20,25,100
8232,8,8,1,814,35,3.21,814,35,36,113
8233,8,8,1,1000,27,4.03,1000,27,36,154
8234,8,8,1,1106,28,4.62,1106,28,41,174
8235,8,8,1,932,26,4.58,932,26,31,126
8236,8,8,1,785,22,4.12,785,22,27,109
8237,8,8,1,1100,21,4.17,1100,21,29,116
8238,8,8,1,730,30,3.48,730,30,32,111
8239,8,8,1,997,28,3.88,997,28,31,119
8240,8,0,0,1346,19,4.94,1346,19,19,34
8241,8,8,1,763,24,3.58,763,24,31,127
8242,8,8,1,751,25,4.1,751,25,36,145
8243,8,8,1,1014,21,3.74,1014,21,32,112
8244,8,8,1,850,18,4.32,850,18,36,129
8245,8,8,1,1105,26,4.08,1105,26,40,158
8246,8,8,1,839,29,3.99,839,29,42,169
8247,8,8,1,845,21,3.43,845,21,43,113
8248,8,8,1,1097,30,6.5,1097,30,25,91
8249,8,8,1,1078,20,5.13,1078,20,21,83
8250,8,3,0,1318,34,5.29,1318,34,47,119
8251,8,3,0,1234,17,4.73,1234,17,7,39
8252,8,8,1,817,21,3.23,817,21,41,138
8253,8,8,1,1058,25,3.48,1058,25,41,127
8254,8,8,1,934,27,4.42,934,27,30,92
8255,8,8,1,641,27,4.31,641,27,23,103
8256,8,8,1,987,34,4.49,987,34,41,162
8257,8,8,1,812,23,4.22,812,23,37,150
8258,8,8,1,1363,25,4.28,1363,25,28,121
8259,8,8,1,979,24,4.31,979,24,29,120
8260,8,8,1,732,20,3.6,732,20,32,125
8261,8,8,1,1221,28,5.72,1221,28,49,150
8262,8,8,1,930,22,4.17,930,22,35,145
8263,8,8,1,851,32,3.37,851,32,26,97
8264,8,8,1,832,27,3.81,832,27,39,139
8265,8,8,1,971,28,3.56,971,28,44,159
8266,8,8,1,1023,22,3.76,1023,22,32,133
8267,8,8,1,867,24,3.57,867,24,56,133
8268,8,8,1,1048,32,4.43,1048,32,38,150
8269,8,8,1,665,20,3.99,665,20,36,155
8270,8,8,1,1046,30,4.27,1046,30,34,126
8271,8,7,0,549,24,3.93,549,24,36,89
8272,8,8,1,1048,30,3.77,1048,30,30,80
8273,8,8,1,890,30,4.7,890,30,48,163
8274,8,8,1,593,21,3.12,593,21,35,118
8275,8,8,1,1023,22,4.07,1023,22,37,155
8276,8,8,1,793,24,3.43,793,24,37,153
8277,8,8,1,846,25,3.4,846,25,30,117
8278,8,8,1,760,22,4.22,760,22,32,106
8279,8,8,1,978,23,3.89,978,23,40,160
8280,8,3,0,1252,30,5.38,1252,30,37,95
8281,8,8,1,1288,37,5.2,1288,37,38,135
8282,8,8,1,701,21,3.9,701,21,39,130
8283,8,8,1,480,14,3.1,480,14,17,65
8284,8,8,1,1094,20,4.81,1094,20,28,115
8285,8,8,1,901,25,4.13,901,25,30,123
8286,8,3,0,1142,32,4.97,1142,32,25,95
8287,8,8,1,998,33,3.64,998,33,44,145
8288,8,8,1,849,27,3.8,849,27,31,131
8289,8,8,1,830,24,3.42,830,24,40,153
8290,8,8,1,875,29,4.14,875,29,34,138
8291,8,8,1,704,23,3.6,704,23,40,168
8292,8,8,1,1082,26,5.51,1082,26,32,117
8293,8,8,1,1125,25,4.33,1125,25,35,145
8294,8,0,0,1265,36,4.43,1265,36,60,157
8295,8,8,1,879,29,3.49,879,29,37,155
8296,8,3,0,713,27,4.11,713,27,36,115
8297,8,8,1,823,22,3.55,823,22,34,103
8298,8,8,1,1000,25,3.96,1000,25,28,112
8299,8,8,1,766,24,3.18,766,24,40,152
8300,8,8,1,790,28,4.81,790,28,30,87
8301,8,8,1,1035,24,3.93,1035,24,27,109
8302,8,8,1,1147,20,4.31,1147,20,27,103
8303,8,8,1,671,22,4.33,671,22,32,140
8304,8,8,1,955,19,3.47,955,19,31,132
8305,8,8,1,1084,28,3.86,1084,28,36,129
8306,8,8,1,915,27,3.64,915,27,42,131
8307,8,8,1,742,29,4.08,742,29,25,79
8308,8,8,1,933,26,3.5,933,26,29,123
8309,8,8,1,583,18,3.46,583,18,34,142
8310,8,8,1,1062,24,3.93,1062,24,30,115
8311,8,8,1,921,32,4.2,921,32,35,137
8312,8,8,1,955,25,3.7,955,25,47,130
8313,8,8,1,985,23,3.47,985,23,22,81
8314,8,8,1,1250,26,5.1,1250,26,39,124
8315,8,8,1,889,21,3.74,889,21,29,128
8316,8,8,1,1015,21,3.94,1015,21,21,71
8317,8,8,1,951,25,3.84,951,25,34,145
8318,8,8,1,740,18,3.15,740,18,15,60
8319,8,8,1,1029,30,3.52,1029,30,36,153
8320,8,8,1,1341,27,4.81,1341,27,43,149
8321,8,8,1,836,22,3.91,836,22,27,109
8322,8,8,1,914,20,3.62,914,20,23,101
8323,8,3,0,972,34,3.85,972,34,39,107
8324,8,8,1,771,22,3.72,771,22,21,106
8325,8,8,1,1021,27,4.29,1021,27,43,176
8326,8,8,1,788,27,5.01,788,27,40,148
8327,8,8,1,880,23,3.65,880,23,37,127
8328,8,8,1,1092,30,4.12,1092,30,41,140
8329,8,8,1,1142,25,4.42,1142,25,37,155
8330,8,7,0,1067,30,4.67,1067,30,56,103
8331,8,9,0,1037,34,4.06,1037,34,39,104
8332,8,8,1,886,28,3.89,886,28,37,117
8333,8,8,1,1018,25,3.88,1018,25,29,120
8334,8,8,1,1408,26,4.99,1408,26,29,117
8335,8,8,1,816,24,4.29,816,24,35,142
8336,8,8,1,1018,33,4.07,1018,33,35,120
8337,8,8,1,921,26,4.36,921,26,37,149
8338,8,8,1,1458,17,4.88,1458,17,26,109
8339,8,8,1,1664,35,5.08,1664,35,25,95
8340,8,8,1,1027,29,4.24,1027,29,37,135
8341,8,8,1,1191,27,4.27,1191,27,36,140
8342,8,8,1,1127,26,3.93,1127,26,29,116
8343,8,8,1,1066,24,4.7,1066,24,34,143
8344,8,8,1,814,23,4.95,814,23,34,139
8345,8,8,1,1234,30,4.54,1234,30,25,110
8346,8,8,1,978,24,5.29,978,24,41,133
8347,8,8,1,892,23,3.69,892,23,35,147
8348,8,8,1,1005,21,4.13,1005,21,22,90
8349,8,8,1,1198,29,4.3,1198,29,35,121
8350,8,8,1,737,27,3.67,737,27,31,125
8351,8,8,1,709,21,3.28,709,21,35,119
8352,8,8,1,1315,34,4.38,1315,34,49,145
8353,8,8,1,1137,24,4.13,1137,24,40,137
8354,8,8,1,747,24,3.1,747,24,27,99
8355,8,8,1,1074,22,3.83,1074,22,39,155
8356,8,5,0,657,29,3.6,657,29,53,123
8357,8,8,1,1019,25,4.7,1019,25,32,138
8358,8,8,1,829,21,4.17,829,21,32,135
8359,8,8,1,932,30,3.8,932,30,36,152
8360,8,3,0,1012,38,3.83,1012,38,53,146
8361,8,8,1,1056,26,3.64,1056,26,25,99
8362,8,3,0,1203,22,3.82,1203,22,22,50
8363,8,8,1,1149,24,5.92,1149,24,38,161
8364,8,8,1,1274,30,4.45,1274,30,17,75
8365,8,8,1,747,27,3.12,747,27,37,155
8366,8,8,1,1255,22,4.13,1255,22,27,125
8367,8,8,1,850,28,5.38,850,28,44,106
8368,8,8,1,902,30,4.09,902,30,39,123
8369,8,8,1,1108,26,3.92,1108,26,35,126
8370,8,8,1,745,19,3.02,745,19,39,128
8371,8,8,1,1103,27,3.6,1103,27,35,126
8372,8,3,0,1534,25,5.38,1534,25,19,67
8373,8,8,1,746,21,3.12,746,21,35,143
8374,8,8,1,1275,25,4.54,1275,25,34,125
8375,8,8,1,932,23,4.37,932,23,41,119
8376,8,8,1,854,19,4.18,854,19,24,100
8377,8,8,1,850,25,4.14,850,25,32,118
8378,8,8,1,1191,22,4.45,1191,22,31,124
8379,8,3,0,1017,29,3.91,1017,29,24,83
8380,8,8,1,1067,26,4.07,1067,26,43,154
8381,8,8,1,1395,27,4.86,1395,27,39,146
8382,8,8,1,971,24,3.61,971,24,35,145
8383,8,8,1,1345,31,4.88,1345,31,43,137
8384,8,8,1,853,25,4.51,853,25,26,114
8385,8,8,1,1111,30,4.52,1111,30,35,141
8386,8,8,1,1049,27,4.15,1049,27,46,164
8387,8,8,1,1073,22,4.28,1073,22,38,150
8388,8,8,1,1050,27,3.82,1050,27,31,121
8389,8,8,1,792,18,4.02,792,18,31,120
8390,8,8,1,1017,25,3.83,1017,25,42,176
8391,8,8,1,993,25,3.64,993,25,38,153
8392,8,8,1,1084,19,3.97,1084,19,25,103
8393,8,8,1,882,22,4.0,882,22,42,144
8394,8,8,1,1019,26,4.77,1019,26,35,141
8395,8,8,1,911,33,4.59,911,33,48,151
8396,8,7,0,727,14,3.73,727,14,24,50
8397,8,8,1,1023,27,3.94,1023,27,34,134
8398,8,8,1,1057,23,3.91,1057,23,26,116
8399,8,8,1,894,22,4.12,894,22,19,70
8400,8,8,1,917,25,3.51,917,25,37,156
8401,8,8,1,1049,25,5.39,1049,25,29,123
8402,8,8,1,1149,29,4.48,1149,29,33,136
8403,8,8,1,1236,27,4.65,1236,27,26,103
8404,8,8,1,967,25,3.51,967,25,37,150
8405,8,3,0,1090,38,4.95,1090,38,40,124
8406,8,3,0,1015,29,4.65,1015,29,33,93
8407,8,8,1,1215,25,4.35,1215,25,37,112
8408,8,1,0,835,35,3.88,835,35,37,124
8409,8,8,1,782,27,4.16,782,27,27,116
8410,8,8,1,1083,26,4.26,1083,26,28,102
8411,8,3,0,1049,24,3.54,1049,24,18,65
8412,8,8,1,1053,18,4.06,1053,18,25,86
8413,8,8,1,781,25,3.8,781,25,42,144
8414,8,8,1,1035,26,4.68,1035,26,19,84
8415,8,3,0,848,29,4.68,848,29,55,159
8416,8,8,1,813,15,3.43,813,15,29,109
8417,8,8,1,1007,35,3.49,1007,35,30,126
8418,8,8,1,955,27,3.55,955,27,39,127
8419,8,2,0,1123,19,4.75,1123,19,48,91
8420,8,8,1,913,25,4.51,913,25,48,126
8421,8,3,0,1168,26,4.44,1168,26,28,104
8422,8,3,0,1015,24,4.51,1015,24,17,77
8423,8,8,1,734,29,4.22,734,29,25,100
8424,8,8,1,896,30,4.66,896,30,33,116
8425,8,8,1,1208,30,4.4,1208,30,45,175
8426,8,8,1,1079,24,5.5,1079,24,29,90
8427,8,8,1,642,21,3.15,642,21,30,109
8428,8,8,1,1209,24,4.2,1209,24,26,90
8429,8,8,1,815,34,3.56,815,34,43,154
8430,8,8,1,1238,26,4.09,1238,26,25,104
8431,8,8,1,971,24,4.75,971,24,35,154
8432,8,8,1,1154,27,4.44,1154,27,32,116
8433,8,8,1,939,28,4.29,939,28,43,175
8434,8,8,1,907,34,4.05,907,34,42,132
8435,8,8,1,1088,30,4.74,1088,30,30,124
8436,8,8,1,946,27,4.83,946,27,42,147
8437,8,8,1,1239,26,5.38,1239,26,39,160
8438,8,8,1,866,24,4.55,866,24,42,142
8439,8,8,1,731,27,3.51,731,27,33,130
8440,8,8,1,966,31,4.05,966,31,35,117
8441,8,8,1,1179,29,4.88,1179,29,34,148
8442,8,8,1,1070,25,4.25,1070,25,21,85
8443,8,8,1,1038,32,3.95,1038,32,36,143
8444,8,8,1,863,27,4.55,863,27,43,131
8445,8,8,1,1073,32,4.28,1073,32,36,144
8446,8,8,1,1016,19,4.9,1016,19,44,139
8447,8,8,1,677,21,3.68,677,21,33,137
8448,8,8,1,1216,22,4.67,1216,22,42,131
8449,8,8,1,883,23,4.21,883,23,33,126
8450,8,8,1,1028,26,4.0,1028,26,53,158
8451,8,8,1,803,24,3.72,803,24,35,137
8452,8,7,0,963,37,3.7,963,37,48,117
8453,8,8,1,1172,34,4.21,1172,34,34,136
8454,8,8,1,921,20,3.93,921,20,25,78
8455,8,8,1,1322,28,4.38,1322,28,32,134
8456,8,8,1,813,28,4.89,813,28,34,115
8457,8,8,1,947,27,5.23,947,27,37,158
8458,8,8,1,745,26,4.2,745,26,35,155
8459,8,8,1,1251,24,5.9,1251,24,16,69
8460,8,4,0,1250,40,4.3,1250,40,41,97
8461,8,8,1,1174,21,5.1,1174,21,27,114
8462,8,8,1,1065,25,3.69,1065,25,37,133
8463,8,8,1,1307,23,4.07,1307,23,28,114
8464,8,8,1,762,22,3.91,762,22,35,146
8465,8,9,0,861,30,3.34,861,30,32,93
8466,8,2,0,856,25,4.21,856,25,32,91
8467,8,8,1,1330,31,5.93,1330,31,39,168
8468,8,3,0,1247,35,6.23,1247,35,39,107
8469,8,8,1,957,27,4.12,957,27,34,143
8470,8,3,0,1326,24,5.53,1326,24,34,89
8471,8,8,1,757,27,3.39,757,27,35,131
8472,8,9,0,794,24,3.44,794,24,45,101
8473,8,8,1,817,25,3.62,817,25,46,151
8474,8,8,1,1129,19,5.91,1129,19,23,89
8475,8,8,1,862,28,4.59,862,28,37,147
8476,8,8,1,1182,29,4.25,1182,29,46,124
8477,8,8,1,1074,39,5.1,1074,39,29,110
8478,8,8,1,791,19,3.21,791,19,27,113
8479,8,8,1,999,23,4.83,999,23,29,117
8480,8,8,1,679,23,3.82,679,23,33,134
8481,8,8,1,1152,27,4.98,1152,27,32,143
8482,8,8,1,980,29,3.83,980,29,50,151
8483,8,8,1,1009,24,4.53,1009,24,31,129
8484,8,3,0,995,33,4.15,995,33,49,132
8485,8,8,1,878,23,3.33,878,23,46,175
8486,8,8,1,1044,24,4.44,1044,24,28,114
8487,8,8,1,936,27,4.07,936,27,44,153
8488,8,8,1,856,26,4.68,856,26,27,102
8489,8,8,1,1216,29,5.77,1216,29,35,117
8490,8,8,1,890,27,5.19,890,27,29,87
8491,8,8,1,963,28,4.06,963,28,37,148
8492,8,8,1,797,26,3.78,797,26,40,136
8493,8,8,1,876,27,4.25,876,27,40,141
8494,8,8,1,1033,27,4.05,1033,27,29,96
8495,8,8,1,778,23,4.3,778,23,38,108
8496,8,6,0,754,30,3.28,754,30,35,68
8497,8,8,1,1294,19,5.54,1294,19,22,85
8498,8,8,1,1091,28,3.82,1091,28,43,148
8499,8,8,1,891,19,4.2,891,19,36,111
8500,8,8,1,735,25,3.97,735,25,20,80
8501,8,4,0,986,40,3.59,986,40,35,90
8502,8,8,1,1387,27,4.96,1387,27,40,135
8503,8,7,0,803,46,3.45,803,46,47,88
8504,8,8,1,1162,25,3.96,1162,25,24,104
8505,8,8,1,932,23,4.62,932,23,37,127
8506,8,8,1,1214,28,5.6,1214,28,46,174
8507,8,8,1,786,16,12.04,786,16,28,123
8508,8,8,1,1179,26,4.65,1179,26,45,159
8509,8,8,1,964,24,3.91,964,24,45,175
8510,8,8,1,990,29,3.53,990,29,41,156
8511,8,8,1,1064,27,4.6,1064,27,38,159
8512,8,8,1,921,23,3.55,921,23,34,144
8513,8,5,0,835,26,3.28,835,26,44,92
8514,8,8,1,822,27,3.67,822,27,37,157
8515,8,8,1,1015,25,3.88,1015,25,33,144
8516,8,8,1,1078,28,5.55,1078,28,29,96
8517,8,8,1,1145,28,4.2,1145,28,35,134
8518,8,5,0,1098,39,4.11,1098,39,40,102
8519,8,8,1,1241,29,4.87,1241,29,42,153
8520,8,8,1,1128,24,4.49,1128,24,40,138
8521,8,8,1,977,30,3.97,977,30,44,127
8522,8,8,1,1030,29,4.73,1030,29,30,91
8523,8,8,1,984,31,3.6,984,31,30,103
8524,8,8,1,946,20,4.67,946,20,41,153
8525,8,8,1,1096,23,4.25,1096,23,44,149
8526,8,8,1,971,23,4.34,971,23,31,131
8527,8,8,1,819,21,3.81,819,21,32,104
8528,8,8,1,1080,23,6.44,1080,23,40,127
8529,8,8,1,1047,20,5.8,1047,20,23,93
8530,8,8,1,873,24,3.77,873,24,42,149
8531,8,8,1,861,25,3.39,861,25,47,172
8532,8,7,0,968,43,3.74,968,43,68,115
8533,8,7,0,1018,35,4.5,1018,35,64,103
8534,8,7,0,1135,32,4.59,1135,32,36,98
8535,8,8,1,759,25,3.5,759,25,37,151
8536,8,8,1,831,25,4.1,831,25,38,153
8537,8,8,1,745,34,3.81,745,34,42,124
8538,8,8,1,878,24,3.89,878,24,32,116
8539,8,8,1,844,28,3.93,844,28,27,75
8540,8,8,1,924,28,3.46,924,28,38,143
8541,8,8,1,944,29,4.6,944,29,37,110
8542,8,7,0,817,25,4.44,817,25,28,61
8543,8,8,1,778,24,3.36,778,24,44,164
8544,8,8,1,862,20,3.72,862,20,40,147
8545,8,8,1,1016,21,3.66,1016,21,35,147
8546,8,8,1,870,24,3.87,870,24,48,164
8547,8,8,1,954,27,4.87,954,27,25,122
8548,8,8,1,971,32,3.51,971,32,38,156
8549,8,8,1,810,30,3.48,810,30,31,117
8550,8,8,1,1100,20,3.67,1100,20,37,158
8551,8,8,1,1201,27,4.98,1201,27,37,121
8552,8,8,1,1001,26,4.05,1001,26,34,143
8553,8,8,1,1049,35,4.04,1049,35,41,173
8554,8,8,1,1260,38,4.82,1260,38,33,94
8555,8,8,1,1119,36,3.88,1119,36,27,101
8556,8,3,0,1330,37,6.31,1330,37,28,86
8557,8,8,1,1206,31,4.05,1206,31,38,130
8558,8,8,1,1166,26,4.83,1166,26,24,79
8559,8,3,0,1158,27,5.22,1158,27,17,64
8560,8,8,1,1111,28,5.63,1111,28,29,108
8561,8,8,1,1367,35,4.84,1367,35,31,85
8562,8,8,1,995,21,4.88,995,21,27,103
8563,8,8,1,1036,25,4.09,1036,25,24,78
8564,8,8,1,1027,32,4.34,1027,32,41,168
8565,8,8,1,760,38,3.29,760,38,28,104
8566,8,8,1,737,29,3.51,737,29,30,100
8567,8,8,1,911,27,3.91,911,27,31,110
8568,8,8,1,983,38,4.3,983,38,48,148
8569,8,8,1,985,30,4.24,985,30,25,87
8570,8,8,1,885,27,3.65,885,27,28,123
8571,8,8,1,1070,25,4.06,1070,25,25,101
8572,8,8,1,817,26,3.41,817,26,44,160
8573,8,8,1,797,28,3.47,797,28,39,158
8574,8,8,1,587,19,3.63,587,19,27,122
8575,8,8,1,1056,23,4.13,1056,23,30,107
8576,8,8,1,913,38,3.98,913,38,42,120
8577,8,8,1,762,28,3.96,762,28,43,143
8578,8,8,1,816,23,3.34,816,23,33,132
8579,8,8,1,976,31,3.83,976,31,31,135
8580,8,2,0,986,22,4.92,986,22,32,69
8581,8,8,1,1074,21,3.54,1074,21,29,118
8582,8,8,1,1066,25,4.44,1066,25,31,91
8583,8,8,1,976,29,3.92,976,29,30,116
8584,8,8,1,1200,25,5.5,1200,25,27,111
8585,8,8,1,1153,37,4.39,1153,37,39,163
8586,8,8,1,1073,28,4.79,1073,28,37,111
8587,8,8,1,1145,29,3.71,1145,29,31,119
8588,8,8,1,1370,29,4.56,1370,29,35,145
8589,8,8,1,961,29,3.73,961,29,54,162
8590,8,8,1,1278,26,4.99,1278,26,28,104
8591,8,8,1,1111,32,4.24,1111,32,42,157
8592,8,8,1,950,29,3.89,950,29,38,160
8593,8,8,1,1058,23,4.16,1058,23,28,118
8594,8,8,1,1039,28,3.79,1039,28,38,165
8595,8,8,1,904,26,3.62,904,26,37,151
8596,8,8,1,994,27,5.44,994,27,33,135
8597,8,8,1,1090,26,3.86,1090,26,22,99
8598,8,8,1,883,18,3.72,883,18,23,100
8599,8,8,1,1112,26,4.72,1112,26,27,101
8600,8,8,1,1284,25,4.54,1284,25,25,106
8601,8,8,1,1096,22,4.85,1096,22,32,109
8602,8,8,1,980,26,4.05,980,26,21,88
8603,8,8,1,1077,27,4.09,1077,27,35,145
8604,8,8,1,952,31,4.25,952,31,32,124
8605,8,8,1,1054,27,3.79,1054,27,31,91
8606,8,8,1,1080,21,4.18,1080,21,27,114
8607,8,8,1,947,18,3.68,947,18,17,71
8608,8,8,1,931,23,4.92,931,23,22,96
8609,8,8,1,1187,26,4.24,1187,26,16,91
8610,8,8,1,1214,27,4.38,1214,27,33,114
8611,8,8,1,1510,29,5.7,1510,29,40,121
8612,8,8,1,1434,31,5.47,1434,31,42,152
8613,8,8,1,1262,24,4.29,1262,24,36,123
8614,8,8,1,1069,28,5.05,1069,28,36,154
8615,8,8,1,1386,27,4.97,1386,27,33,141
8616,8,8,1,1391,24,4.82,1391,24,23,88
8617,8,8,1,1390,27,7.3,1390,27,38,130
8618,8,8,1,1603,26,4.7,1603,26,36,107
8619,8,8,1,1318,25,4.54,1318,25,22,89
8620,8,8,1,993,30,4.33,993,30,32,115
8621,8,8,1,1239,28,4.49,1239,28,33,139
8622,8,8,1,1119,33,4.58,1119,33,42,154
8623,8,8,1,968,31,3.96,968,31,30,120
8624,8,8,1,959,29,4.23,959,29,33,138
8625,8,8,1,1162,31,4.19,1162,31,32,128
8626,8,8,1,1056,30,4.33,1056,30,32,135
8627,8,8,1,1108,32,5.76,1108,32,37,138
8628,8,8,1,1087,27,4.42,1087,27,34,143
8629,8,8,1,1084,31,4.12,1084,31,35,145
8630,8,8,1,1083,30,3.94,1083,30,42,179
8631,8,8,1,1171,24,4.08,1171,24,38,159
8632,8,8,1,1054,23,4.17,1054,23,30,109
8633,8,8,1,1058,25,4.06,1058,25,30,128
8634,8,8,1,1156,29,5.17,1156,29,35,134
8635,8,8,1,874,19,4.05,874,19,29,122
8636,8,8,1,933,27,4.3,933,27,36,137
8637,8,6,0,837,23,3.77,837,23,57,151
8638,8,8,1,1197,28,5.27,1197,28,27,104
8639,8,8,1,1235,28,4.46,1235,28,24,98
8640,8,8,1,1015,31,3.37,1015,31,43,148
8641,8,8,1,1008,29,4.03,1008,29,32,138
8642,8,8,1,1132,27,4.06,1132,27,27,105
8643,8,8,1,997,23,4.83,997,23,37,158
8644,8,8,1,998,30,4.08,998,30,45,154
8645,8,8,1,1070,25,4.43,1070,25,31,124
8646,8,8,1,1042,28,4.24,1042,28,40,154
8647,8,8,1,1043,30,3.91,1043,30,39,164
8648,8,8,1,1172,25,3.8,1172,25,38,154
8649,8,8,1,1088,30,5.13,1088,30,38,158
8650,8,8,1,1102,26,4.46,1102,26,33,99
8651,8,8,1,1013,29,4.01,1013,29,50,171
8652,8,8,1,1027,26,4.09,1027,26,40,125
